"V1" "V2"
"1" 9.98014167543608 11.5416985625453
"2" 11.2040682499831 9.35171101091643
"3" 10.6939657248122 8.89884300722956
"4" 10.1307294390014 11.612273786507
"5" 10.1455802854304 11.5701467158817
"6" 8.94177239886509 11.4669949026806
"7" 9.36266909984865 11.3513505828062
"8" 8.25145827786802 10.0599418991059
"9" 8.25875800025738 10.1755267308821
"10" 8.38772630055128 10.1257302283781
"11" 8.34886576823676 9.84654352764826
"12" 8.542810443733 10.4212982350473
"13" 9.9498926558253 8.53987118508093
"14" 9.32609092088649 10.9357110250659
"15" 7.54215412935896 9.21862396032801
"16" 8.87834536744973 7.24112972194415
"17" 7.53529861016923 9.80622911504774
"18" 9.04979835886778 7.55942188951143
"19" 8.37447483555782 6.91727059477906
"20" 8.25795043830946 9.76704677733517
"21" 11.0931302675236 8.17567011252099
"22" 7.91878728212222 9.32000272232888
"23" 8.43548451057664 7.00004518374143
"24" 9.50740841010994 8.06643425838964
"25" 7.35887942658138 9.00044135477584
"26" 9.95225491509039 8.26826978763464
"27" 7.72486157229802 9.26009408046439
"28" 7.75489787810102 9.28190613409945
"29" 8.11272595713777 6.62592446615187
"30" 7.94853221242868 6.14557659921277
"31" 10.0788138896786 6.96386590878679
"32" 6.9650662413383 10.238774049061
"33" 7.91609244459864 6.37651620026841
"34" 8.64907847118919 6.96510738626122
"35" 7.01346939189644 9.44017788081228
"36" 8.98987102819172 7.42967808853723
"37" 8.49807264851349 7.02912855471924
"38" 8.58474188752687 7.05573450160161
"39" 9.57694146221464 7.43787597541826
"40" 8.52104674103474 7.10628024822098
"41" 6.7742265643814 8.58076963083206
"42" 7.98943374873322 6.42676134797132
"43" 6.51024114160146 8.2802958253498
"44" 9.20066183159683 7.68026768450071
"45" 9.21086368573915 6.90364135695373
"46" 8.16376634828716 6.23601097602534
"47" 6.41149518926295 8.4870197042067
"48" 7.21788334685519 5.78163385763111
"49" 10.4902001128106 8.26982711521592
"50" 7.08456072517219 9.59462156137589
"51" 7.40031855344064 8.93964686702706
"52" 7.72381300119589 6.29497570503756
"53" 6.79112654231659 8.2792273308837
"54" 8.0874616248639 6.16994901481268
"55" 6.32509034591859 8.16453291628993
"56" 8.15775891958228 9.95652945081821
"57" 6.76727239886376 8.53836719149273
"58" 7.26123841332195 9.23167945724982
"59" 6.86675107549048 9.09904370443861
"60" 8.01877939362742 6.50271122934093
"61" 8.96469081363809 7.45971436790122
"62" 7.84199630579997 6.22822537148252
"63" 6.72676651499405 8.22649861689906
"64" 7.08841483919195 9.32014657427139
